BFP-650 VELOCITY ULTRA TRIO 1HP BLENDER & FOOD PROCESSOR,$187.99,"The dynamic VELOCITY Ultra Trio Blender/Food Processor with Travel Cups lets you do it all!  With its sturdy base, this 3-in-1 workhorse can handle anything you toss at it – or into it! Model BFP650."
UGG POM POM FLEECE SLIPPER SOCKS,$49.50,Pretty pom poms add a fun and playful touch to these fluffy fleece socks from UGG.
"CHILDREN'S 15"" DIAMOND ACCENT CROSS PENDANT IN 14K GOLD",$280.00,"A lovely and meaningful gift, this 14k gold dainty cross pendant necklace (15 inch) features a pretty diamond accent. Approximate drop 1/2""."
NUTRIBULLET® PRO NB90901 900-WATT PROFESSIONAL SERIES BY MAGIC BULLET,$99.99,"Give your life a change of pace. Unlike blenders and juicers, the NutriBullet® is specifically engineered to help break down the cell walls of food to create some of  the most nutritional smoothies available. This unique extraction process transforms food into its most nutritious, most absorbable state. This super-powered 900 watt blender offers even more room to mix & make your favorite smoothies. Including everything from a 32-oz. colossal cup to a 24-oz. tall cup to an extractor blade & more, this NutriBullet rethinks the way you prep & create meals. Model NB9-0901."
COLORBLOCKED BEANIE,$28.00,Bold colorblocking refreshes your look with this pull-on beanie from Steve Madden.
"CHILDREN'S HEART HOOP EARRINGS IN 14K GOLD, 2MM",$400.00,Share the love. These sweet hoop earrings are set in 14k gold with affixed hearts adding a darling touch. Approximate drop: 1/2 inch.
4-IN-1 MULTIPURPOSE HAND BLENDER WITH SPEED CONTROL,$52.00,"The Megachef 4-in-1 Multipurpose Hand Blender with Speed Control features super sharp blades that will chop a variety of foods. A quick pulse will create chunky salsas, or you can blend until smooth to make sauces, pesto, hummus and more!"
"3-PC. CELEBRATE BIGGER, BOLDER LASHES SET",$25.00,"Celebrate Monsieur Big's second birthday with this limited-edition set and get your biggest, boldest lashes yet! The set includes a full size Monsieur Big Mascara, a deluxe size Monsieur Big Mascara and a limited-edition heart-shaped mirror all for the price of a single, full size Monsieur Big Mascara."
CHILDREN'S WHITE CULTURED FRESHWATER PEARL (4-1/2MM) BRACELET,$150.00,"Youth and innocence shine through with this children's white cultured freshwater pearl (4-1/2 mm) bracelet featuring a 14k gold lobster clasp. Approximate length: 5-1/4""."
THE JUICE FOUNTAIN® COLD XL,$437.99,"Featuring an even bigger 3.5 inch feed chute, the Juice Fountain® Cold XL can extract 70 fl.oz. of nutrient rich juice up to 5x faster than a 'cold press' machine."
PLAYZOOM KIDS SMARTWATCH WITH HOLOGRAPHIC LAVENDER STRAP,$49.99,"iTouch Playzoom kids smartwatch comes with features such as a camera, video, voice recorder, fun learning active games, photo effects, sound animations, stopwatch, alarm, timer, calendar and so much more connect it to your computer to download pictures and videos."
"THE HOLIDAY COLLECTION, CREATED FOR MACY'S",$8.00,"Holiday Lane conjures warm imagery of Christmas in a snowed-in cabin or lodge with The Holiday Collection. This collection is a cozy winter winter wonderland of plaid patterns, woodland animal designs, wood and buri finishes, and a pop of cheery red."
NUTRIBULLET PRO PLUS,$124.99,"A powerful system with hands-free auto-off for optimal extraction, the NutriBullet from Magic Bullet features a high-torque motor that helps pulverize the toughest ingredients, from turmeric root to berry seeds."
KID'S ACE 2 ACTIVITY TRACKER WATERMELON SILICONE STRAP SMART WATCH 20.5MM,$69.95,"The swim-proof activity tracker for kids 6+, Fitbit Ace 2 makes family time more fun. It's full of motivating challenges, up to 5 days of battery life, sleep tracking and inspiring ways to connect with parents, siblings and friends. There's nothing more meaningful than building healthy habits together, and Ace 2 is the perfect way to get the whole family moving & making memories. Style #FB414BKPK"
GLITTERATI CULTURE ESSENTIAL MAKEUP SET,$49.00,The ultimate makeup set to master any holiday look.
"SPB-7CH BLENDER, 7-SPEED SMARTPOWER CHROME FINISH",$99.99,"Blend with ease in this stylish, Cuisinart Smartpower Chrome Finish Blender. This powerful blender features stainless steel blades, a 40-ounce glass jar with dripless spout, ice crusher capacity, touch pad controls with indicator lights, and a leak-resistant cover. Model SPB7C."
MEN'S VANCOUVER GRIZZLIES SWINGMAN SHORTS,$80.00,"The loose mesh material of these Mitchell & Ness Men's NBA Swingman shorts lets you move freely on the basketball court while showing off your favorite team. These comfortable, durable athletic shorts feature your team's logo and colorful team graphics, with deep side pockets and an elastic waistline."
"PRINCESS CROWN PENDANT NECKLACE IN TWO-TONE, 16"" + 2"" EXTENDER",$60.00,Release your inner princess with this adorable pendant necklace from Disney.
PROFESSIONAL SERIES PRO750 BLENDER,$749.99,"The new Vitamix Professional Series 750 in Pearl Gray offers five pre-programmed settings, including a self-cleaning option. The Pro750 still has all the quality and precision of a commercial machine and a quieter, more elegant design. The ultra-responsive Variable Speed Dial and Pulse feature allows you to precisely chop and mix ingredients to your exact specifications, making this blender the ultimate sous chef for your home kitchen."
"INC EMBELLISHED OFF-THE-SHOULDER SWEATER, CREATED FOR MACY'S",$79.50,Gleaming O-ring hardware accents the chic off-the-shoulder neckline on this modern sweater from INC International Concepts®.
MEN'S BOSTON RED SOX REPLICA JERSEY,$100.00,"Step up to the plate in your Boston Red Sox MLB men's Blank Replica CB jersey. This jersey is officially licensed by the MLB and is manufactured in durable fabric, just like the pros."
"MEN'S ROBERT TIE BAR, CREATED FOR MACY'S",$30.00,"Embossed edges polish this tie bar from Ryan Seacrest Distinction™, in gleaming gold tone that elevates any ensemble."
HIGH PERFORMANCE BLENDER,$749.99,"Power with precise control for consistent results every time. From foolproof hollandaise to homemade peanut butter, the Wolf Gourmet High-Performance Blender will change the way you use a blender. This essential multi-tasking kitchen must-have will chop vegetables, puree sauces, whip cream, churn butter, grind grains and create smoothies beyond compare. Craft whatever you crave – the High-Performance Blender offers complete control for complex recipes and pre-programmed settings for one-touch smoothies and hot soups. It's quieter, it's easy to use, and it will open up whole new worlds of taste and nutrition in your kitchen."
"COLORBLOCK POLO TOP, CREATED FOR MACY'S",$59.50,"Classically cool, Tommy Hilfiger's polo top gets a right-now upgrade with chic colorblocked stripes and sleek long sleeves for added coverage."
LOS ANGELES DODGERS BLACKOUT 59FIFTY FITTED CAP,$39.99,"If you are looking to complete a classic look, then try the black on black in black design of the New Era MLB Blackout 59FIFTY FITTED cap. This stylish cap offers a little more leeway with your wardrobe and increases the number of places that you can wear it and fit in perfectly."
"FROZEN 2 BLUE CRYSTAL SNOWFLAKE PENDANT NECKLACE IN SILVER-PLATE, 16"" + 2"" EXTENDER",$60.00,"Add some icy sparkle with Disney's Frozen 2 pendant necklace, enhanced with light blue crystals in a snowflake silhouette."
KSB1570 56 OZ. 5 SPEED BLENDER,$124.99,"Counter power. Five speeds, pulse mode and an enduring design put this blender at the front of your kitchen lineup. A stay-put lid with built-in 2-oz. ingredient cup prevents messes & easily measures out the good stuff, while the large-capacity BPA-free pitcher makes serving & pouring spill-free. Model KSB1570."
"CONTRAST-TRIM CABLE-KNIT SWEATER, CREATED FOR MACY'S",$79.50,A multifaceted mash-up: uber-soft knit with delicate pointelle cable-stitch detailing teams with sporty striping in this fresh sweater from Tommy Hilfiger.
PAC-MAN MICRO PLAYER,$70.00,Features artwork inspired by the original Pac-Man arcade cabinet
JUICE EXTRACTOR,$187.99,"The Weston Super Chute™ Juice Extractor lets you create your own fresh juice blends at home. Juicing is quick and easy with the extra-large 3½ inch chute. Two speed controls allow for custom juicing and maximum juice extraction. Choose high speed for harder vegetables and fruits, and low speed for soft fruits and leafy greens. Juicing fruits and vegetables into nutritious and delicious drinks makes getting your daily servings easy. Juice a little or a lot, the 34 ounce BPA-free pitcher has a lid, easy to read measurement marks, and a froth separator. The juicer fits under most standard cabinets so you can have it at the ready for juicing anytime. Cleanup is fast, the juicer disassembles quickly and most parts just need a quick rinse. The patented Easy Sweep™ cleaning tool sweeps the strainer clean in one simple motion, cutting strainer cleaning time in half. A large pulp bin lets you juice more while emptying the bin less."
COTTON LONG-SLEEVE POLO SHIRT,$49.50,Tommy Hilfiger uses classic nautical details to enliven this long-sleeve cotton polo shirt.
"NAPPA CLASSIC LEATHER TOTE, CREATED FOR MACY'S",$149.50,"Pack up and go almost anywhere with this classic carryall from Giani Bernini. Signature silver-tone hardware dress the outside, while the roomy interior features plenty of pockets to safely stow all the essentials."
CSB-175 SMART STICK® TWO-SPEED HAND BLENDER,$43.99,"Blending and mixing have never been smarter! The Cuisinart® Smart Stick™ Two-Speed Hand Blender has a new, higher 300-watt motor that blends smoothies and purees soups in seconds, easily powering through even heavy-duty tasks."
"INC ASYMMETRICAL-NECK SWEATER DRESS, CREATED FOR MACY'S",$99.50,An asymmetrical twist accents a captivating cutout in this sleek sweater dress from INC International Concepts® that moves from workdays to evening outings with ease.
JULIA TOTE,$148.00,Buckled handles and a topstitched hangtag lend classic polish to the spacious Julia Tote from Tommy Hilfiger.
STAND MIXER JUICER ATTACHMENT KSM1JA,$224.99,"Stock up on fresh fruits and vegetables for everyday use with the KitchenAid® Juicer and Sauce Attachment. This juicer attachment is a slow (masticating) juicer which first slices then processes soft, hard or leafy fruits and vegetables for nutrient-rich extraction. With 3 pulp screens the options are endless for low pulp or high pulp juices, sauces and jams."
COLORBLOCKED TUNIC SWEATER,$89.00,Vince Camuto offers style in spades with this cozy-chic sweater in a colorblocked design.
KNOTTED UP TRIPLE COMPARTMENT SATCHEL,$89.00,A sleek exterior gets dressed up with shiny designer hardware on Nine West's take-anywhere triple compartment satchel.
WAVE CRUSHER MULTI-FUNCTION BLENDER,$49.99,"With Hamilton Beach Wave Crusher Multi-Function Blender all it takes is a press of a button to get smooth and delicious results with the powerful Hamilton Beach Wave Crusher Multi-Function Blender. Ordinary blenders spin contents around the walls of the jar, which can leave whole chunks untouched by the blades, but our patented Wave~Action System is designed to continually force the mixture down into the blades for consistently smooth results without stirring. This system, combined with our Ice Sabre blades makes this blender ideal for smoothies, shakes and icy drinks."
CORDUROY SKINNY PANTS,$89.00,"Vince Camuto revamps classic corduroy in a sleek, skinny silhouette with these effortless pants."
MEN'S PERFORMANCE STRETCH NOVAK DJOKOVIC LOGO GRAPHIC T-SHIRT,$70.00,"Celebrate tennis great Novak Djokovic in casual, comfortable style in this graphic technical short-sleeve jersey t-shirt from Lacoste."
ARGYLE TURTLENECK SWEATER,$79.50,A classic argyle pattern takes center stage on this cozy turtleneck sweater from Tommy Hilfiger.
ERIN TOTE,$92.00,Grab hold of the Steve Madden Erin Tote for the perfect way to tote your essentials anywhere and everywhere.
MEN'S KEN GRIFFEY CINCINNATI REDS AUTHENTIC COOPERSTOWN JERSEY,$300.00,"The Mitchell and Ness Men's MLB Authentic Cooperstown jersey is a classic homage to your favorite Major League Baseball team. This Mitchell & Ness jersey is designed in comfortable, flexible fabric with fabric appliqué team and player graphics at the front and back, and special team designs on the short sleeves."
"FAIR ISLE SWEATER DRESS, CREATED FOR MACY'S",$99.50,"Tommy Hilfiger blends the warm, smooth silhouette of this sweater dress with the classic look of Fair Isle print for a look you'll love all season long."
CENTRAL TOTE IN POLISHED PEBBLE LEATHER,$295.00,Grab hold of the COACH Central Tote In Polished Pebble Leather for a timeless way to carry all your essentials.
MEN'S KOBE BRYANT LOS ANGELES LAKERS ICON SWINGMAN JERSEY,$110.00,"The sleek, professional look of your favorite NBA player comes to the court when you wear the Nike Men's NBA Icon Swingman jersey. This jersey is made of breathable fabric that's made to keep you comfortable all day long. Choose your favorite team and player and get ready to win!"
"BECCA TILLEY X DOUBLE-BREASTED DUSTER JACKET, CREATED FOR MACY'S",$129.50,"Stay warm in style. This chic jacket from Bar III features a double-breasted two-tone collar that is sure to wow. Wear it over anything, wear it over everything!"
MEN'S GORDON HAYWARD BOSTON CELTICS EARNED EDITION SWINGMAN JERSEY,$110.00,Look the part of an NBA player with the Nike Men's NBA Earned Edition Swingman jersey. You'll be making hoops like an All Star in Dri-FIT technology fabric that helps wick away sweat so you can play at peak performance.
SONOMA REVERSIBLE TOTE WITH POUCH,$168.00,"Clean and classic yet still so contemporary, Calvin Klein's reversible faux-leather tote comes complete with a matching clip-on pouch for elevated versatility."
"INC VELVET & SEQUIN DRESS, CREATED FOR MACY'S",$119.50,Velvet + Sequins? We're in love. You'll be making up excuses to wear this shimmery and oh-so luxe style from I.N.C. International Concepts.
MEN'S LOS ANGELES DODGERS LIGHTWEIGHT SATIN JACKET,$110.00,Get ready to cheer your favorite team on to victory with the Mitchell & Ness Men's MLB Lightweight Satin jacket. The classic styling and eye-catching team graphics will stand out in any crowd and the sturdy construction will keep you warm and comfortable while you're at the early season games.
VOYAGER EAST WEST CROSSGRAIN LEATHER TOTE,$228.00,A classic silhouette and convenient side pockets bring fashionable functionality to the Michael Kors Voyager East West Medium Tote.
BOW MOCK-NECK BLOUSE,$69.00,DKNY gets a little theatrical with an oversized bow flirting at the neckline of this petite top. Its smooth sheen elevates your look.
INSTANT ACE™ NOVA MULTI-USE COOKING & BEVERAGE BLENDER,$149.99,"Revolutionary high-speed blender that also cooks to make hot soups, stews, mains, sides, spreads, sauces, frozen treats as well as pulse, blend, and keep warm."
BABE RUTH NEW YORK YANKEES COOPERSTOWN REPLICA JERSEY,$120.00,"Boast your pride for the New York Yankees and Babe Ruth with this Majestic Cooperstown Replica jersey that features printing at the front and back. Celebrate the glory days by wearing the same name and number as your favorite star of yesteryear in a retro look, era-correct replica jersey."
VIANA LEATHER NORTH SOUTH TOTE,$199.00,Lovely leather covers the Patricia Nash Viana Leather North South Tote for everyday luxe.
"METALLIC-STRIPED UTILITY SHIRT, CREATED FOR MACY'S",$59.50,Tommy Hilfiger updates the utility aesthetic with metallic stripes accenting this cuffed-sleeve shirt.
EVO820GM WHOLE SLOW JUICER,$749.99,Minimize the prep work and enjoy the fuller and richer taste with Kuvings EVO. The ultra-efficient Kuvings juicer features low speed masticating technology that extracts maximum juice from fresh produce while preserving nutrients.
MEN'S RAY ALLEN MILWAUKEE BUCKS AUTHENTIC JERSEY,$300.00,"Show your team spirit with the Mitchell & Ness Men's NBA Authentic jersey. This jersey is designed in traditional team colors, so everyone will know who you support."
PEBBLE LEATHER LEXINGTON TOTE,$198.00,"For the urban it-girl on the move, this sophisticated shopper doesn't miss a beat. Styled in luxe leather with pockets for PDA, sunglasses and other essentials, it boasts a beautifully lined interior and sturdy metal feet to ensure it stands on any surface. Detailed with exquisite contrast stitching, the confortable, slender shoulder straps finish the look elegantly. Choose from four trend-right colors. From Dooney & Bourke."
"INC EMBELLISHED SHINE V-NECK TOP, CREATED FOR MACY'S",$59.50,A mix of rhinestone and pearl-inspired embellished accents add pops of glam to a V-neck silhouette with this INC International Concepts® top.
"BL770 BLENDER & FOOD PROCESSOR, MEGA KITCHEN SYSTEM",$249.99,"Kitchen commander. From mixing dough to making single-serve smoothies to dishing out frozen drinks for a party full of people, this high-powered blender does it all. A precision motor takes on every task in the kitchen and is equipped with a single-serve cup, a 64-oz. bowl and a 72-oz. pitcher for true versatility. Model BL770."
MEN'S NOVAK DJOKOVIC MICROFIBER HAT,$50.00,"Draw your competitive inspiration from tennis champion Novak Djokovic with this classic microfiber hat from Lacoste. A great look on and off the court, this hat features Novak Djokovic printed on the adjustable back strap, grommets at the top and topstitching detail at the lid."
BEVERLY TOTE,$168.00,The definition of the perfect tote. This spacious style from Calvin Klein features a roomy interior and removable pouch.
"INC ILLUSION STUDDED TOP, CREATED FOR MACY'S",$79.50,"This top is everything. Studded, sheer, and totally glam, you're going to want to rock this layered INC International Concepts®' look literally everywhere."
HP SLOW JUICER,$374.99,"Our stylish HP slow juicer will meet all your personal juicing needs. Whether you're making orange juice, almond milk or sorbets, the HP slow juicer will rise to the challenge. Its compact size ensures it will fit comfortably on any kitchen counter."
MEN'S MICHAEL JORDAN CHICAGO BULLS AUTHENTIC JERSEY,$300.00,"Show your team spirit with the Mitchell & Ness Men's NBA Authentic jersey. This jersey is designed in traditional team colors, so everyone will know who you support."
ONE-SHOULDER BLING JUMPSUIT,$169.00,"Raise a glass to chic glamour in this Calvin Klein jumpsuit. The single puff-shoulder design is blinged out in sparkly accents for a contemporary approach to fun, fashion and fabulous nights out."
13-INCH SAFFIANO LEATHER LAPTOP BAG,$298.00,"Sleek and streamlined, this kate spade new york laptop bag in rich Saffiano leather brings fashion-forward sophistication to your workweek commute."
HZ SLOW JUICER,$749.99,"Our top-of-the-line Hurom HZ slow juicer is powered by our newest technology and is cased in stainless steel. The HZ's Alpha technology features optimized juicing, easier cleaning and the ability to make ice cream. The HZ also comes with a long list of accessories."
MEN'S LOS ANGELES DODGERS REPLICA JERSEY,$100.00,"Step up to the plate in your Los Angeles Dodgers MLB men's Blank Replica CB jersey. This jersey is officially licensed by the MLB and is manufactured in durable fabric, just like the pros."
CAMILLA CONVERTIBLE LARGE LEATHER BACKPACK,$218.00,Go hands-free in sleek style with the Fossil Camila Backpack crafted in luxe leather and accented with Old English brass-tone hardware.
RUCHED VELVET SHEATH DRESS,$129.00,"Tommy Hilfiger works wonders in your wardrobe with this gorgeous velvet sheath dress, designed with long sleeves and a ruched finish at the side waist."
MEN'S LOS ANGELES LAKERS ICON SWINGMAN SHORTS,$80.00,"Basketball fans can get ready for a new era in hoops fashion with the Nike NBA Men's Icon Swingman shorts. These shorts are a replica of the new away kits that Nike is introducing this NBA season. These away shorts feature slits at the side for comfortable motion during your workouts. These cool shorts feature your favorite team's logo on the waistband, the Nike logo on the left leg, and the NBA logo on the right leg."
A2300 ASCENT SERIES BLENDER,$562.99,"Get more than a blender and put more than a dozen culinary techniques at your fingertips with the Vitamix A2300, perfect for creating everything from silky smoothies to chunky salsa."
"SAFFIANO DOME SATCHEL, CREATED FOR MACY'S",$99.50,Work-to-weekend chic. Giani Bernini's structured satchel offers a roomy triple compartment design for easy organization.
SLIM FIT DRESS,$135.00,"Ideal for the office and formal occasions, Lauren Ralph Lauren's dress has a slim fit and button-fastening cuffs."
MEN'S JOSE ALTUVE HOUSTON ASTROS REPLICA JERSEY,$120.00,Bring high heat in the same jersey as your favorite player with this Houston Astros MLB men's Replica CB jersey - Jose Altuve. The jersey features the authentic team name at front and your favorite player's name and number at back.
"I.N.C. FAUX-SUEDE TRENCH COAT, CREATED FOR MACY'S",$149.50,"I.N.C. International Concepts brings contemporary-chic sophistication in this vintage-inspired trench coat in soft faux-suede, complete with gleaming gold-toned hardware and a waist-cinching belt."
MEN'S LOS ANGELES LAKERS SWINGMAN SHORTS,$80.00,"The loose mesh material of these Mitchell & Ness Men's NBA Swingman shorts lets you move freely on the basketball court while showing off your favorite team. These comfortable, durable athletic shorts feature your team's logo and colorful team graphics, with deep side pockets and an elastic waistline."
TEXTURE SELECT MASTER SERIES BLENDER WITH BLEND-N-GO CUP AND GLASS JAR,$87.99,"The innovative Oster Texture Select Blender takes the guesswork out of getting the consistency you want. Customize any blend texture with the touch of a button, for delicious results—whether thin, medium, or thick—or use the manual settings for more control; smoothie and food chop settings offer more versatility."
H-AA SLOW JUICER,$549.99,"The sleek H-AA slow juicer is our flagship model. It features the newest, most innovative technology on the market: our Alpha technology. Alpha technology sports a sleek new design, optimized juicing, easier cleaning, and the ability to make ice cream. You'll be able to meet all of your juicing needs with ease and in style with the H-AA slow juicer."
A2500 ASCENT SERIES BLENDER,$624.99,"High performance, high powered and smart, the Vitamix A2500 blender gives you the precision to pulse bread dough and the power to mix smoothies, all in a single sleek package."
THE ORIGINAL MBR1101,$49.99,"The personal, versatile countertop magician that works like magic. With the MAGIC BULLET you can chop, mix, blend, whip, grind, and more—all in just 10 seconds or less — for some of the fastest, tastiest meals ever! Simply plug in and place one of the Bullet cups or party mugs on the high-torque power base, press down and serve up frozen drinks at parties, fresh smoothies in the morning and so much more. Model MBR-1101."
MEN'S SHAQUILLE O'NEAL LOS ANGELES LAKERS WOODLAND CAMO SWINGMAN JERSEY,$150.00,Celebrate the legacy of your all time favorite National Basketball Association player while wearing this uniquely styled Mitchell & Ness Men's NBA Woodland Camo Swingman jersey. This camouflage patterned jersey has the player name and number in back and the team logo at front. You can wear it on its own in warm weather or over a long sleeve T-shirt for a layered look.
MEN'S LEBRON JAMES LOS ANGELES LAKERS ASSOCIATION SWINGMAN JERSEY,$110.00,"The Nike Men's NBA Association Swingman jersey helps you and your fellow basketball fans get into the game. With wide armholes, a rounded scooped neckline, and a loose cut, this comfortable NBA jersey shows off your favorite player in style!"
"INC EMBELLISHED MOCK-NECK TANK SWEATER, CREATED FOR MACY'S",$99.50,A mix of luxe rhinestones frame your look in sparkling glamour with this sleeveless INC International Concepts® sweater with a mock turtleneck.
MOCK-NECK COLORBLOCKED SWEATER,$79.50,Stay stylish through the cooler seasons by way of this colorblocked Calvin Klein sweater with a mock-neck and relaxed fit.
NEW YORK YANKEES MVP CURVED CAP,$27.99,"Get back to basics with this '47 Brand MLB MVP Curved cap. This cap features classic colors and the New York Yankees logo, while the structured fit helps you stand tall while you cheer from the stands."
ASHLAND LEATHER TOTE,$249.00,"A richly patterned strap and luxe leather lend distinctly bohemian attitude to this modern Ashland tote from The Sak, featuring a detachable crossbody strap for multiple styling options."
TIPPED CARDIGAN SWEATER,$79.50,Take a tip from Tommy Hilfiger: tri-color ribbed tipping that trims this cardigan sweater makes its classic style look cool and current.
WASHINGTON NATIONALS 2019 WORLD SERIES LOCKER ROOM KNIT HAT,$29.99,The New Era MLB 2019 World Series Locker Room knit hat is just what you need to keep your team's victory alive all winter long.
PATTERSON TAMMY LEATHER TOTE,$298.00,"Ready to go anywhere, any time. The Dooney & Bourke Patterson Tammy Tote features a portable silhouette with chic braided handle accents and a convenient exterior front pocket."
"INC CASHMERE BOAT-NECK TUNIC SWEATER, CREATED FOR MACY'S",$169.50,"Maximize your cozy vibes in INC International Concepts®' soft cashmere sweater, styled with a twisted boat neckline and tunic length."
KAMRYN SIGNATURE TOTE,$98.00,Carry everything you need and more in this stylish extra-large tote from GUESS.
"MEN'S NOVAK DJOKOVIC STRETCH TAFFETA 7"" SHORTS",$80.00,Take your tennis-ready look and your game to the next level with the help of the unrestrictive stretch taffeta and comfortable elasticized waistband of these Novak Djokovic shorts from Lacoste.
"BSB510XL HAND BLENDER, CONTROL GRIP",$124.99,"Right place, right time. This versatile hand blender is always on-call, bringing power, precision and convenience to your countertop. Perfect for blending on the spot in your pots and pans or whipping up a quick mix in the included measuring jug, this blender offers 15 speeds for a wide range of recipes. 1-year warranty. Model BSB510XL."
"STRIPED CABLE KNIT SWEATER, CREATED FOR MACY'S",$79.50,Warm up with the cheerful multi-color stripes of this cable knit sweater by Tommy Hilfiger.
"CRX14546 7-SPEED BLENDER, CREATED FOR MACY'S",$89.99,"Go from a morning smoothie to a pureed soup at night with the versatile precision of this 7-speed blender from Crux. With 7 speeds and 700 watts, it's powerful enough to crush ice, too. Model CRX14546"
"LIZARD-EMBOSSED LEATHER SMALL LEXINGTON TOTE, CREATED FOR MACY'S",$298.00,Dooney & Bourke's small Lexington shopper hangs perfectly from your shoulder and comes updated in rich lizard-embossed leather with signature organization inside.
MEN'S LOS ANGELES DODGERS BLACK TUX REPLICA COOL BASE JERSEY,$100.00,"Have you been searching for a special jersey that will do your favorite team proud? Then check out the Majestic Men's MLB Black Tux Replica Cool Base jersey. This button-up replica features the team logo at the front. When you wear this jersey, you can be assured that you'll definitely be representing your team in style!"
BRET METALLIC-KNIT DRAPED DRESS,$129.00,RACHEL Rachel Roy's shimmery knit dress has contemporary style and sophistication all wrapped up in one effortless piece.
BJE430SIL LARGE-CAPACITY 70-OZ. COLD JUICE FOUNTAIN,$224.99,"The Juice Fountain™ Cold Juicer lets you juice more, store more and clean less! The elevated juicing spout allows you to juice up to 70-oz of juice, perfect for larger families. Model BJE430SIL"
TAYLOR TOTE IN PEBBLE LEATHER,$275.00,"COACH's latest Taylor tote goes anywhere and everywhere in style thanks to a lightly textured pebble leather construction with a flash of bright hardware and uncomplicated organization that holds your every essential, from smartphone to tablet to wallet."
MEN'S LEBRON JAMES LOS ANGELES LAKERS ICON SWINGMAN JERSEY,$110.00,"Bring your A game with the Nike Men's NBA Icon Swingman jersey. Nike has engineered this jersey with tailored construction and lightweight, breathable materials to be the cutting edge of innovation in athletic wear."
HOODED FAUX-FUR-TRIM PUFFER COAT,$260.00,"Get your cozy on in this stylish puffer coat from Lucky Brand, a water-resistant pick designed with gorgeous faux-fur trim surrounding the hood."
2 SPEED HAND BLENDER KHB1231,$62.99,"Get a handle on the best blend. Fitting comfortably into the palm of your hand, this 2-speed blender operates at a near-silent level, while conquering each and every task you send its way. The soft grip handle commands control and precision within the 3-cup BPA-free blending pitcher with graduated measurement markings. 1-year hassle-free replacement warranty. Model KHB1231."
SIGNATURE VOYAGER MULTI-FUNCTION TOP ZIP TOTE,$278.00,Vibrant accents of poppy color bring fun appeal to the logo-printed MICHAEL Michael Kors Signature Voyager Multi-Function Top Zip Tote.
NEW YORK YANKEES MVP CAP,$27.99,"Get back to basics with the '47 Brand MLB '47 MVP cap. This cap features classic colors and a raised embroidered emblem, while the structured fit helps you stand tall while you cheer from the stands."
DOUBLE-BREASTED PEACOAT,$275.00,Michael Michael Kors delivers a sophisticated finish to your look with this classic double-breasted peacoat.
MEN'S KYLE KUZMA LOS ANGELES LAKERS STATEMENT SWINGMAN JERSEY,$110.00,"Inspired by on-court jersey styles, the Nike Men's NBA Statement Swingman jersey features sweat-wicking double-knit fabric and design details that show your team spirit. You'll look just like one of the players on the the team with this jersey! It's just what you need to add to your fan gear collection."
"STRIPED CABLE-KNIT SWEATER, CREATED FOR MACY'S",$79.50,Tommy Hilfiger's cable-knit sweater with placed stripes is the piece you'll want to keep at the front of the closet this season. Let it warm up your days and upstyle your looks.
POPPY SMOOTH LEATHER SHOULDER BAG,$199.00,"Topped with ample shoulder straps for comfortable carry, this distinctive Italian leather shoulder bag is great for organizing documents and devices on-the-go. Cut from fine leather, it features ample handles and a sturdy silhouette for effortless, balanced carry of day-to-day items."
TEODORA JACQUARD SIGNATURE TOTE,$148.00,Calvin Klein's Tannya tote maintains its classic style in signature woven jacquard with plenty of organizer pockets and faux-leather trim.
NEW YORK YANKEES MVP CURVED CAP,$27.99,"Get back to basics with this '47 Brand MLB MVP Curved cap. This cap features classic colors and a raised embroidered New York Yankees logo, while the structured fit helps you stand tall while you cheer from the stands."
"INC RHINESTONE WRAP DRESS, CREATED FOR MACY'S",$79.50,"Wrapped up & ready for anything. INC International Concepts® gives you that flattering wrap silhouette with this versatile dress, finished with signature sparkle at the side."
MEN'S PERFORMANCE STRETCH NOVAK DJOKOVIC STRIPE POLO SHIRT,$110.00,"From Lacoste's Novak Djokovic Collection, this polo shirt reflects the performance, comfort and styling needs of the tennis pro with its advanced stretch fabric and bold abstract stripe patterning."
"INC SEQUIN BOW TOP, CREATED FOR MACY'S",$49.50,Gift wrapped & ready to go. You'll feel all sorts of festive in this sparkly bow-tied top by INC International Concepts®.
KELSEY LARGE NYLON BACKPACK,$178.00,Padded straps provide all-day carry for a durable MICHAEL Michael Kors backpack finished with a flash of hardware and a light sheen.
EMBELLISHED SHEATH DRESS,$139.00,Embellishments at the neckline lend a little glam to this sleeveless sheath dress from Calvin Klein.
MEN'S LEBRON JAMES LOS ANGELES LAKERS STATEMENT SWINGMAN JERSEY,$110.00,"Inspired by on-court jersey styles, the Nike Men's NBA Statement Swingman jersey features sweat-wicking double-knit fabric and design details that show your team spirit. You'll look just like one of the players on the the team with this jersey! It's just what you need to add to your fan gear collection."
POWERCRUSH DIGITAL BLENDER WITH QUIET TECHNOLOGY,$87.99,"Take care of all your mixing and blending needs with the advanced features of Black & Decker's PowerCrush digital blender, designed with Quiet Technology for less noise while in use."
HAYDEN LARGE SIGNATURE TOTE,$178.00,Signature details on rich faux leather bring sophisticated appeal and contemporary edge to this spacious carry-everywhere tote from Calvin Klein.
LOS ANGELES DODGERS CORE CLEAN UP CAP,$27.99,Protect your eyes from the sun while you're cheering for the Los Angeles Dodgers. The adjustable strap and relaxed fit make this '47 Brand MLB Core Clean Up cap a great addition to your every day wardrobe.
